"","unique_id","2023","2024","2025","2026","2027","2028","2029","2030"
"36","2.7_n",878958.233610788,904166.391885025,928904.071145535,961678.44523523,993536.05637726,1024733.21635901,1055495.31995989,1085948.27659804
"37","3.1_a",9885602.94462721,10165680.0615691,10441930.9785664,10785425.1814654,11118977.855281,11448754.8090597,11781345.785671,12120169.3442255
"38","3.2_a",4478870.62664519,4630629.39363619,4780980.44832171,4970681.2553761,5155020.54551874,5336649.06164809,5518474.27972859,5702322.89662085
"39","3.2_b",91215.3807316266,93343.4746564701,95394.3160967738,98098.3456024056,100698.138281435,103224.689320313,105716.533852993,108191.434183952
"40","3.2_c",4916259.94308551,5094426.3165702,5273713.70834103,5486375.38290668,5694863.69415906,5902150.58294572,6112032.2451539,6327192.27257711
"41","3.2_d",86806.6475088637,87989.6406825435,89180.9771832992,90349.8817914103,91491.3893694273,92620.8250708339,93742.5808522613,94856.0593357342
"42","3.2_e",457840.768154651,470995.254800851,483913.11780761,500805.885913851,517227.373611395,533309.337893235,549163.851302127,564847.712464641
"43","3.3_a",44628.0202883585,45425.8169240477,46222.8963891109,46935.9244187919,47643.3947048866,48348.9241615305,49049.7820043006,49739.2791532492
"44","3.3_b",162525143.723673,164307158.26402,166103023.570299,167750203.48565,169393436.017094,171049841.006952,172713984.974293,174363319.249043
"45","3.4_a",7281750.3144853,7496749.32246939,7714285.72872747,7958944.98883688,8199994.3006067,8439455.13437835,8679676.50894649,8922417.15615484
"46","3.4_b",12282372.147584,12417409.1097385,12551235.6056098,12685697.1444562,12816855.3227969,12945070.3884603,13071208.961678,13195683.9226232
"47","4.1_a",1627129.0153393,1679382.8373795,1734631.54633829,1784717.04427044,1835838.02260025,1889285.56674754,1944703.15131593,2000718.5068388
"48","4.2_a",844369.715074152,868165.221968602,892267.971002926,919421.682369423,946198.928189481,972824.844750428,999561.719486802,1026603.47672718
"49","4.2_b",379867.179822184,384024.191258236,388145.079781815,392285.87601253,396325.370932204,400274.874876246,404161.361279444,407997.685797958
"50","4.3_a",117885.675450332,120231.105684451,122600.875613757,124684.92713222,126767.934685889,128853.484353455,130912.476157117,132905.790377887
"51","4.4_a",137582.937298836,141565.886918207,145666.995211306,149248.218785527,152831.594482042,156483.128280654,160143.171435805,163703.033398488
"52","5.1_a",2739922807.62996,2762986962.55867,2785671499.01432,2807883229.93027,2829484861.88114,2850545840.51241,2871149606.86308,2891365490.14646
"53","5.2_a",3023787233.59022,3057271866.80873,3090581296.33871,3123607800.32143,3156199419.96583,3188437647.27834,3220427801.13723,3252258459.12775
"54","5.3_a",4179546228.45218,4221535517.31975,4263110177.18012,4304140811.42884,4344412262.68638,4384012450.55067,4423051330.76429,4461623187.31839
